Brand,Model Year,Mileage,Fuel Type,Condition,Transmission,Resale Price
Honda,2021,43570,Diesel,5,Automatic,36969
Ford,2024,70621,Diesel,4,Automatic,33960
BMW,2013,92449,Diesel,1,Automatic,39092
BMW,2018,60444,Electric,3,Automatic,53759
Honda,2016,30781,Diesel,5,Manual,33854
Honda,2010,46255,Gasoline,1,Automatic,23632
Mercedes,2021,24411,Diesel,4,Manual,53715
Mercedes,2023,85805,Diesel,3,Automatic,50954
Ford,2023,75282,Electric,3,Manual,37567
Ford,2020,49972,Diesel,3,Manual,25187
Toyota,2016,31638,Electric,1,Manual,29005
Mercedes,2016,43334,Diesel,1,Automatic,49076
BMW,2024,47234,Gasoline,1,Manual,40876
Mercedes,2010,62188,Gasoline,1,Manual,42068
BMW,2008,61515,Electric,5,Automatic,47556
Honda,2010,86828,Electric,2,Manual,29082
Mercedes,2015,46144,Diesel,5,Automatic,55334
Honda,2005,29836,Diesel,3,Automatic,25744
Ford,2019,36860,Gasoline,5,Manual,25457
Ford,2015,59539,Diesel,4,Automatic,26076
Toyota,2023,45426,Gasoline,1,Automatic,30708
Mercedes,2022,54159,Electric,4,Automatic,61326
Honda,2021,50919,Diesel,4,Manual,32408
BMW,2023,79804,Electric,3,Automatic,54373
Ford,2018,48260,Diesel,1,Automatic,26776
Ford,2022,52453,Gasoline,4,Automatic,27024
BMW,2023,74345,Electric,3,Manual,53427
Honda,2019,48700,Electric,1,Automatic,33766
Honda,2019,68464,Diesel,2,Manual,25280
Mercedes,2008,66629,Electric,3,Automatic,50528
Mercedes,2011,62835,Gasoline,5,Manual,43277
Toyota,2017,37312,Electric,1,Manual,35578
Ford,2007,84595,Electric,4,Manual,29361
Mercedes,2020,104413,Diesel,4,Automatic,53403
Honda,2013,60176,Electric,5,Automatic,37058
BMW,2012,39072,Diesel,5,Automatic,44070
Honda,2024,60582,Diesel,4,Manual,36174
Ford,2017,79797,Electric,1,Automatic,32354
Honda,2021,47696,Gasoline,3,Automatic,31388
Toyota,2021,57422,Diesel,5,Manual,32410
Ford,2021,66813,Electric,5,Automatic,36070
BMW,2005,84060,Diesel,5,Automatic,44080
Toyota,2012,75508,Gasoline,2,Manual,19609
Ford,2023,76337,Gasoline,1,Manual,24776
BMW,2010,51474,Diesel,1,Automatic,41467
Toyota,2007,68038,Gasoline,1,Manual,18766
Toyota,2009,45560,Electric,1,Automatic,32161
Ford,2017,76910,Electric,1,Automatic,34346
Mercedes,2019,83024,Diesel,4,Automatic,50763
Toyota,2018,71067,Gasoline,5,Automatic,32775
Toyota,2020,52651,Electric,4,Automatic,40417
BMW,2022,55925,Electric,2,Manual,47024
Honda,2015,96130,Electric,3,Manual,31266
Ford,2007,52985,Diesel,5,Automatic,29853
Ford,2014,80999,Diesel,2,Manual,24702
Mercedes,2014,66777,Electric,4,Manual,57876
Mercedes,2020,53317,Electric,3,Automatic,55786
Ford,2016,33107,Gasoline,2,Manual,27101
Mercedes,2006,64232,Gasoline,3,Manual,41158
BMW,2013,61822,Gasoline,2,Automatic,44110
Ford,2007,96130,Diesel,4,Automatic,22903
Mercedes,2019,42796,Electric,3,Automatic,58298
Ford,2007,105895,Diesel,2,Automatic,17774
Honda,2023,67576,Electric,4,Automatic,42173
Toyota,2022,67556,Gasoline,5,Automatic,35651
Ford,2012,48138,Gasoline,4,Automatic,24859
Toyota,2021,66294,Gasoline,4,Manual,25357
Mercedes,2012,69461,Gasoline,5,Automatic,50357
Toyota,2011,78746,Electric,4,Manual,33121
Ford,2011,40433,Gasoline,5,Manual,23504
Honda,2007,88135,Electric,5,Automatic,30717
Mercedes,2005,67228,Electric,5,Manual,52450
Ford,2008,72164,Diesel,2,Manual,23104
Mercedes,2009,55581,Gasoline,3,Manual,41730
BMW,2005,41437,Gasoline,2,Automatic,36168
Toyota,2019,61454,Diesel,5,Manual,32524
BMW,2009,63745,Electric,3,Manual,46583
Ford,2017,32291,Gasoline,3,Automatic,28156
Honda,2012,75865,Electric,5,Manual,37256
Mercedes,2012,79930,Diesel,3,Manual,46306
Toyota,2009,45406,Electric,3,Manual,30467
Mercedes,2013,39548,Gasoline,2,Manual,40837
Ford,2005,53940,Electric,3,Manual,29441
Mercedes,2008,60477,Electric,5,Automatic,58359
Toyota,2007,54716,Gasoline,1,Manual,18158
Ford,2006,58781,Gasoline,1,Automatic,19762
Mercedes,2012,64429,Electric,1,Manual,48477
Honda,2013,32634,Electric,5,Automatic,39909
Ford,2006,34934,Diesel,1,Automatic,19703
Ford,2018,5554,Gasoline,2,Automatic,26887
Honda,2018,78850,Electric,5,Manual,37679
BMW,2008,60304,Gasoline,5,Manual,41860
Toyota,2010,80957,Diesel,5,Manual,25470
BMW,2015,37245,Electric,3,Manual,48139
Mercedes,2007,60488,Electric,3,Manual,51770
Honda,2012,64296,Electric,3,Automatic,32354
BMW,2007,48764,Gasoline,4,Automatic,41672
Ford,2018,28931,Diesel,2,Automatic,29410
Mercedes,2017,94917,Gasoline,5,Manual,44820
Mercedes,2017,87985,Electric,5,Manual,56484
BMW,2006,52361,Diesel,3,Automatic,41070
BMW,2017,70204,Electric,5,Manual,52710
Honda,2023,50304,Electric,5,Manual,40301
Toyota,2010,40091,Gasoline,1,Automatic,28266
BMW,2020,96545,Electric,5,Automatic,57496
BMW,2006,26892,Diesel,4,Manual,40732
Ford,2012,54289,Electric,3,Manual,30545
Mercedes,2021,61686,Electric,2,Automatic,61442
Toyota,2006,93024,Gasoline,2,Manual,19574
Ford,2014,77931,Diesel,1,Automatic,21145
Honda,2020,26555,Gasoline,2,Automatic,32070
Honda,2010,59944,Electric,2,Automatic,33988
BMW,2006,60421,Gasoline,3,Manual,39214
BMW,2006,55433,Gasoline,3,Automatic,38425
Honda,2017,72396,Gasoline,4,Automatic,28431
BMW,2019,31817,Gasoline,1,Manual,39025
Toyota,2006,51827,Electric,2,Automatic,31524
BMW,2011,69576,Electric,4,Manual,48986
Mercedes,2007,73591,Diesel,1,Manual,38293
BMW,2012,62988,Gasoline,2,Manual,37066
Ford,2018,54232,Gasoline,2,Automatic,22680
Toyota,2011,57601,Diesel,3,Automatic,31138
Ford,2011,74808,Gasoline,5,Manual,20629
Ford,2005,60678,Diesel,1,Manual,17715
Mercedes,2021,39163,Electric,2,Manual,56518
Toyota,2013,35330,Diesel,1,Automatic,27325
Toyota,2017,30207,Gasoline,4,Manual,29627
Toyota,2023,89111,Diesel,4,Manual,29020
Toyota,2023,76149,Electric,5,Manual,39036
Toyota,2021,57870,Gasoline,2,Automatic,32044
Mercedes,2014,50924,Electric,3,Manual,55984
BMW,2014,48521,Electric,2,Automatic,49232
Ford,2008,81864,Diesel,1,Automatic,17285
Toyota,2012,98088,Electric,4,Manual,30038
BMW,2024,47892,Gasoline,1,Manual,46310
BMW,2024,82768,Electric,5,Manual,53423
Ford,2022,60560,Electric,4,Automatic,39277
Mercedes,2018,55751,Diesel,3,Automatic,54544
Honda,2022,90084,Electric,4,Automatic,37941
Honda,2018,59796,Diesel,2,Manual,25679
BMW,2024,65927,Diesel,2,Automatic,49292
Ford,2019,64965,Gasoline,4,Manual,30175
Honda,2008,27488,Gasoline,5,Manual,24334
BMW,2017,65768,Gasoline,2,Manual,42495
Mercedes,2012,48746,Gasoline,2,Automatic,45499
Honda,2022,31576,Diesel,3,Automatic,32149
BMW,2016,49657,Electric,4,Automatic,54516
BMW,2018,49492,Gasoline,2,Manual,38710
Toyota,2006,80597,Gasoline,5,Automatic,26914
Mercedes,2022,38724,Gasoline,1,Automatic,56363
Toyota,2006,44203,Electric,4,Manual,33501
Ford,2015,64707,Gasoline,3,Manual,23054
Toyota,2013,33484,Electric,2,Automatic,37430
Toyota,2016,46819,Diesel,5,Manual,29295
Honda,2021,26710,Diesel,4,Automatic,33637
BMW,2019,78400,Diesel,5,Manual,45925
Mercedes,2021,53972,Electric,5,Manual,59976
Toyota,2022,59681,Gasoline,3,Automatic,29429
Mercedes,2010,78320,Gasoline,4,Manual,42971
Toyota,2021,45554,Gasoline,2,Manual,27433
Ford,2022,53760,Gasoline,3,Manual,30395
Toyota,2012,38873,Gasoline,2,Automatic,23969
Honda,2013,38829,Electric,1,Manual,26786
BMW,2010,41588,Diesel,5,Manual,43772
Ford,2009,50150,Gasoline,1,Automatic,23294
Toyota,2016,52304,Diesel,5,Automatic,34987
Mercedes,2015,65772,Electric,3,Manual,53816
Ford,2005,42175,Electric,2,Manual,25314
Ford,2015,66392,Gasoline,2,Manual,23032
Toyota,2023,69700,Electric,3,Automatic,41668
Ford,2013,50643,Diesel,4,Manual,25453
Mercedes,2006,43905,Gasoline,1,Automatic,39907
Ford,2016,61701,Gasoline,1,Automatic,22030
Mercedes,2008,55941,Diesel,2,Manual,43960
Toyota,2008,64407,Gasoline,2,Manual,17191
BMW,2022,91397,Gasoline,2,Automatic,47284
Ford,2019,61372,Diesel,3,Manual,26019
BMW,2023,47215,Gasoline,4,Manual,47258
Mercedes,2017,42182,Gasoline,1,Automatic,48794
Ford,2023,42955,Diesel,5,Manual,31484
Honda,2021,30744,Electric,3,Automatic,39042
BMW,2010,78654,Diesel,1,Manual,35831
Ford,2020,15334,Gasoline,4,Automatic,31025
BMW,2016,69762,Diesel,3,Automatic,42876
Ford,2023,42638,Gasoline,1,Manual,23412
Toyota,2009,49751,Gasoline,3,Automatic,28430
BMW,2021,42040,Diesel,1,Automatic,46693
Honda,2005,88917,Gasoline,1,Manual,13467
Honda,2014,60326,Electric,4,Manual,35229
Mercedes,2019,75807,Gasoline,5,Manual,48234
Ford,2015,86010,Diesel,4,Automatic,24298
BMW,2017,63268,Electric,1,Automatic,50730
Mercedes,2009,36087,Electric,3,Automatic,57988
BMW,2005,55587,Gasoline,4,Manual,38336
Ford,2016,45155,Diesel,5,Automatic,28467
Honda,2015,49929,Gasoline,1,Automatic,24956
Toyota,2021,58107,Gasoline,4,Manual,29545
Honda,2008,57316,Diesel,4,Automatic,27890
Mercedes,2019,68242,Diesel,4,Manual,48393
Toyota,2013,71146,Gasoline,4,Manual,24775
Mercedes,2024,57317,Electric,3,Manual,55293
Ford,2023,68069,Gasoline,5,Automatic,33540
Toyota,2023,49012,Electric,5,Automatic,41283
Mercedes,2016,86295,Gasoline,1,Automatic,45560
Ford,2009,48689,Diesel,2,Manual,19564
Honda,2014,83943,Electric,3,Manual,24519
Ford,2021,30478,Diesel,1,Manual,28063
BMW,2009,52391,Diesel,1,Automatic,40368
Ford,2020,53380,Diesel,4,Automatic,35036
Ford,2011,65579,Diesel,2,Automatic,20040
BMW,2013,77236,Diesel,2,Automatic,40329
Mercedes,2007,35012,Gasoline,3,Automatic,46012
Mercedes,2019,37840,Electric,2,Manual,56251
Ford,2020,31961,Gasoline,1,Automatic,24476
BMW,2022,86403,Gasoline,2,Manual,42042
BMW,2018,65952,Gasoline,2,Manual,39058
Honda,2007,38312,Diesel,5,Automatic,25374
Mercedes,2016,51138,Gasoline,1,Manual,41941
Toyota,2013,83635,Electric,2,Automatic,33846
Mercedes,2011,54437,Gasoline,2,Automatic,41651
Mercedes,2013,53256,Diesel,4,Manual,49111
Honda,2017,44374,Electric,2,Automatic,36348
Toyota,2022,39500,Electric,2,Automatic,39017
Honda,2009,83666,Electric,5,Manual,28046
Toyota,2017,93478,Electric,1,Manual,26716
Ford,2008,40296,Gasoline,3,Manual,20188
Toyota,2006,88098,Diesel,1,Manual,15845
Honda,2020,50252,Electric,4,Manual,36319
Mercedes,2013,70672,Electric,1,Manual,50778
Toyota,2013,88204,Diesel,2,Automatic,25543
Toyota,2010,57098,Gasoline,4,Automatic,27044
BMW,2015,53441,Electric,1,Automatic,48228
Mercedes,2005,76021,Gasoline,4,Manual,43225
Ford,2008,37800,Gasoline,3,Automatic,26696
Honda,2017,82941,Gasoline,1,Manual,22196
Ford,2017,62856,Gasoline,2,Automatic,26130
Mercedes,2017,48444,Electric,4,Manual,57036
Toyota,2006,47916,Electric,5,Automatic,38460
Toyota,2013,32330,Gasoline,4,Manual,28335
Mercedes,2012,49276,Gasoline,5,Manual,50581
Toyota,2011,54719,Diesel,2,Manual,22925
Toyota,2008,38774,Diesel,3,Manual,21890
Toyota,2022,59090,Diesel,5,Automatic,35207
Honda,2007,69458,Electric,3,Automatic,29901
Honda,2010,55730,Diesel,4,Manual,28422
BMW,2016,73254,Electric,2,Manual,48310
Ford,2016,43857,Electric,5,Manual,34532
Mercedes,2012,80067,Electric,4,Automatic,57113
Mercedes,2005,62436,Electric,1,Manual,45119
Mercedes,2008,90905,Diesel,4,Manual,46723
BMW,2015,108284,Gasoline,3,Automatic,40418
Honda,2007,50595,Gasoline,2,Manual,16392
BMW,2017,51418,Gasoline,2,Manual,40055
Mercedes,2021,55075,Diesel,4,Automatic,54079
Ford,2014,71914,Gasoline,1,Manual,16717
Toyota,2016,86519,Diesel,3,Manual,27345
Honda,2019,46943,Diesel,4,Automatic,36002
Honda,2014,67624,Diesel,4,Manual,24373
BMW,2018,57281,Gasoline,2,Automatic,45581
Honda,2017,72362,Gasoline,3,Manual,23668
Mercedes,2009,90189,Gasoline,1,Manual,37941
Mercedes,2010,55193,Electric,2,Manual,49480
BMW,2006,26602,Diesel,4,Manual,40620
Mercedes,2021,74878,Electric,2,Manual,55202
Ford,2008,43345,Diesel,2,Automatic,21784
BMW,2018,57137,Gasoline,5,Manual,47729
Ford,2014,75740,Diesel,2,Manual,23220
Toyota,2007,65947,Diesel,2,Automatic,25873
Ford,2007,57965,Electric,3,Automatic,29041
Toyota,2019,48482,Diesel,2,Manual,25846
Toyota,2010,2002,Gasoline,1,Automatic,28265
Ford,2021,73966,Diesel,4,Manual,26486
BMW,2016,54940,Diesel,3,Automatic,46051
Mercedes,2024,90266,Diesel,2,Automatic,53524
Mercedes,2015,67960,Electric,1,Manual,49848
Toyota,2008,49177,Diesel,4,Automatic,30881
Toyota,2010,81337,Diesel,3,Manual,22890
BMW,2005,83022,Electric,1,Automatic,39794
Honda,2024,55619,Electric,2,Automatic,39467
Ford,2020,83872,Electric,5,Automatic,39202
Toyota,2019,48893,Electric,5,Manual,44431
Mercedes,2021,63192,Gasoline,3,Manual,46450
BMW,2012,71428,Gasoline,1,Automatic,37924
Ford,2016,75695,Diesel,4,Manual,24753
BMW,2014,72430,Gasoline,1,Manual,36093
Ford,2019,53346,Diesel,5,Manual,29967
Ford,2013,81873,Gasoline,3,Automatic,22661
Toyota,2006,57511,Electric,2,Manual,28560
BMW,2009,48619,Electric,1,Automatic,45640
BMW,2010,48913,Gasoline,5,Automatic,47245
Mercedes,2011,98799,Gasoline,4,Automatic,44762
Mercedes,2005,45160,Diesel,3,Automatic,49464
Toyota,2011,85832,Diesel,2,Automatic,25760
Toyota,2024,37290,Diesel,1,Manual,32178
Honda,2016,69758,Electric,4,Manual,34243
Mercedes,2020,65941,Electric,2,Automatic,55641
Ford,2020,92424,Electric,5,Manual,34851
BMW,2015,46911,Electric,5,Manual,49380
Toyota,2008,41386,Diesel,4,Manual,25707
BMW,2017,57669,Electric,5,Manual,52960
BMW,2011,93296,Electric,3,Manual,44926
Honda,2008,42316,Electric,4,Manual,34044
Mercedes,2019,8231,Electric,5,Manual,60790
Toyota,2023,61195,Gasoline,1,Automatic,25652
BMW,2013,78990,Diesel,5,Automatic,53138
Toyota,2015,39723,Diesel,3,Automatic,29632
Ford,2012,76958,Electric,2,Manual,29589
Honda,2005,39281,Gasoline,2,Manual,16027
Ford,2012,57068,Diesel,5,Automatic,30136
Toyota,2017,75053,Diesel,2,Manual,24158
Toyota,2008,36250,Electric,5,Manual,28542
Mercedes,2012,63630,Electric,3,Automatic,54252
BMW,2007,84299,Diesel,2,Automatic,38184
BMW,2013,69478,Diesel,1,Automatic,40088
Ford,2006,45587,Gasoline,5,Manual,23206
Honda,2006,90374,Diesel,2,Manual,17942
BMW,2017,73167,Diesel,3,Manual,42479
Mercedes,2019,22791,Electric,3,Automatic,60700
Ford,2016,77284,Diesel,1,Automatic,24565
Ford,2008,48572,Electric,3,Manual,28229
Mercedes,2012,63931,Diesel,3,Automatic,46516
Honda,2013,80160,Diesel,2,Automatic,26680
Mercedes,2009,49007,Diesel,5,Manual,46983
Honda,2024,27088,Gasoline,4,Automatic,34417
Mercedes,2022,90110,Electric,3,Automatic,59519
Mercedes,2015,83291,Gasoline,3,Automatic,47759
Toyota,2019,58254,Diesel,4,Manual,29190
Ford,2013,77068,Gasoline,3,Manual,24147
Mercedes,2021,52612,Electric,2,Automatic,55990
Mercedes,2016,61939,Diesel,2,Manual,43840
BMW,2011,57114,Gasoline,4,Manual,41480
Ford,2014,53421,Gasoline,3,Manual,26831
BMW,2014,67186,Electric,3,Automatic,49485
Ford,2017,35836,Gasoline,5,Manual,29533
BMW,2023,54968,Electric,3,Automatic,53366
Mercedes,2015,66289,Diesel,2,Automatic,46327
Mercedes,2017,96762,Diesel,1,Manual,45426
Toyota,2012,36649,Gasoline,1,Automatic,25899
BMW,2012,70411,Diesel,1,Manual,39305
Honda,2008,72602,Diesel,1,Manual,21042
Toyota,2019,22465,Gasoline,3,Automatic,28197
BMW,2015,68210,Diesel,3,Automatic,42197
BMW,2015,77605,Gasoline,5,Manual,43168
Toyota,2005,71773,Electric,3,Manual,24517
Mercedes,2021,58321,Electric,1,Manual,51475
BMW,2019,66664,Electric,4,Manual,54520
Mercedes,2024,63396,Gasoline,4,Automatic,53247
Toyota,2010,26210,Gasoline,2,Automatic,27610
Mercedes,2019,63866,Diesel,2,Automatic,50250
Ford,2013,52658,Diesel,3,Manual,23007
Honda,2018,45903,Diesel,4,Automatic,29376
BMW,2022,109699,Diesel,1,Automatic,43481
Honda,2021,85052,Diesel,1,Automatic,30656
Mercedes,2022,36996,Gasoline,1,Automatic,48847
BMW,2009,66932,Gasoline,3,Manual,37290
Mercedes,2024,89160,Electric,3,Automatic,56502
Ford,2024,30076,Electric,5,Automatic,42151
Toyota,2013,61539,Electric,1,Automatic,33104
BMW,2015,62481,Electric,1,Automatic,49863
Ford,2005,34510,Gasoline,3,Manual,20886
Ford,2022,67591,Gasoline,3,Manual,22557
BMW,2010,82324,Gasoline,5,Automatic,41969
Mercedes,2006,90160,Diesel,5,Manual,42057
Ford,2019,55012,Diesel,2,Manual,25131
Honda,2018,110032,Electric,4,Manual,32775
Ford,2009,18840,Diesel,1,Manual,23190
Mercedes,2010,67124,Gasoline,1,Automatic,43234
Mercedes,2010,31754,Electric,5,Manual,58247
Honda,2022,61803,Electric,5,Manual,37510
Ford,2018,49561,Diesel,2,Automatic,25687
Mercedes,2014,70137,Electric,4,Automatic,59903
BMW,2018,57462,Diesel,2,Automatic,45993
Toyota,2017,43480,Diesel,4,Automatic,31839
Toyota,2007,44794,Electric,1,Manual,28135
Toyota,2010,98649,Diesel,2,Automatic,25738
Ford,2012,68870,Diesel,5,Manual,26294
Honda,2016,25957,Diesel,2,Manual,25244
Mercedes,2017,71015,Diesel,2,Automatic,48066
BMW,2015,56106,Electric,1,Automatic,49275
BMW,2016,60092,Gasoline,5,Manual,44393
Ford,2005,76397,Gasoline,5,Manual,23104
Toyota,2021,83664,Diesel,3,Automatic,31264
Ford,2020,42823,Diesel,3,Automatic,29431
Honda,2015,59405,Diesel,3,Automatic,34183
Honda,2017,49077,Gasoline,1,Manual,23395
Mercedes,2022,71937,Diesel,2,Manual,50071
Mercedes,2015,55353,Electric,5,Automatic,60776
Honda,2016,60585,Electric,5,Manual,36343
Honda,2010,54594,Electric,2,Automatic,31314
Honda,2013,57877,Gasoline,5,Manual,20998
Ford,2020,94093,Diesel,2,Manual,22168
Honda,2008,107815,Diesel,1,Automatic,20767
BMW,2007,67541,Diesel,1,Automatic,32184
Toyota,2020,58000,Gasoline,1,Automatic,28243
Honda,2016,28087,Gasoline,2,Manual,26418
Toyota,2015,44791,Gasoline,2,Manual,26426
Ford,2009,57465,Gasoline,4,Automatic,26323
Toyota,2022,45698,Electric,5,Manual,42631
Ford,2023,47801,Gasoline,5,Automatic,37321
BMW,2010,91507,Gasoline,4,Manual,40116
Ford,2022,60575,Gasoline,4,Automatic,31864
Ford,2010,62364,Diesel,1,Manual,19112
Mercedes,2008,46516,Diesel,4,Manual,45903
Honda,2016,83550,Diesel,2,Manual,23271
Honda,2023,55748,Electric,3,Manual,38947
BMW,2006,49582,Electric,2,Automatic,47165
BMW,2021,28384,Gasoline,4,Manual,45818
Honda,2015,58777,Diesel,5,Automatic,34709
Mercedes,2015,48958,Electric,2,Automatic,54968
Honda,2020,93691,Diesel,5,Automatic,30923
Mercedes,2006,96877,Electric,2,Automatic,48634
BMW,2006,35294,Electric,5,Manual,46587
Toyota,2012,37556,Gasoline,2,Automatic,28494
BMW,2017,54473,Gasoline,5,Manual,43085
BMW,2014,43679,Electric,3,Manual,48585
Ford,2012,64348,Gasoline,1,Manual,20661
Ford,2008,53467,Electric,2,Manual,25402
Ford,2019,65610,Electric,3,Automatic,37041
Ford,2005,80321,Diesel,1,Manual,14037
Mercedes,2015,38715,Gasoline,2,Automatic,48552
Honda,2011,79904,Gasoline,3,Manual,22639
Toyota,2021,45426,Gasoline,3,Manual,29144
BMW,2024,102969,Diesel,3,Automatic,47418
Mercedes,2022,92419,Diesel,4,Manual,51266
Toyota,2016,57738,Diesel,5,Manual,30052
Mercedes,2013,40728,Gasoline,1,Manual,44242
Mercedes,2009,36902,Gasoline,5,Manual,49397
BMW,2014,77472,Gasoline,5,Manual,40274
Honda,2008,59391,Diesel,5,Automatic,32064
Ford,2009,78537,Diesel,3,Manual,20466
Honda,2014,104084,Electric,5,Manual,36784
BMW,2015,44592,Diesel,4,Automatic,46690
BMW,2014,35397,Electric,2,Manual,49144
BMW,2012,63851,Gasoline,3,Automatic,43211
Toyota,2006,82895,Diesel,1,Manual,17580
Honda,2012,41190,Gasoline,2,Manual,22585
Honda,2020,60692,Gasoline,2,Automatic,31345
Mercedes,2009,87400,Gasoline,2,Manual,38985
Mercedes,2007,27342,Gasoline,5,Manual,45297
Mercedes,2016,64706,Diesel,5,Automatic,50957
BMW,2017,49197,Gasoline,3,Automatic,48175
Honda,2017,62483,Electric,5,Manual,35414
BMW,2014,74195,Diesel,5,Automatic,49190
Toyota,2008,64416,Gasoline,5,Manual,23576
Mercedes,2013,39795,Diesel,3,Automatic,52347
BMW,2006,49975,Electric,3,Manual,46114
BMW,2023,88531,Gasoline,4,Automatic,47116
Toyota,2005,66578,Electric,4,Automatic,31202
Ford,2011,76806,Gasoline,4,Automatic,23853
Honda,2021,65005,Electric,4,Automatic,38418
Ford,2007,76182,Gasoline,2,Automatic,22321
Mercedes,2024,52077,Diesel,2,Automatic,53716
BMW,2024,44649,Gasoline,4,Automatic,48037
Toyota,2007,75273,Diesel,4,Automatic,26232
Toyota,2007,82547,Gasoline,1,Automatic,20110
Honda,2021,41714,Gasoline,2,Manual,22636
Ford,2011,48481,Electric,1,Automatic,29682
Honda,2018,56735,Electric,1,Manual,32609
BMW,2021,92396,Electric,5,Automatic,55604
Honda,2022,71262,Gasoline,3,Manual,27945
Toyota,2017,33518,Gasoline,2,Manual,27293
Toyota,2024,58140,Gasoline,4,Automatic,33907
Mercedes,2024,55082,Diesel,4,Automatic,57707
Mercedes,2022,36534,Diesel,3,Manual,54588
BMW,2008,57904,Gasoline,2,Manual,32557
Ford,2005,54199,Electric,4,Automatic,30600
Honda,2022,52767,Electric,4,Automatic,45520
BMW,2005,51852,Electric,5,Automatic,50248
Mercedes,2017,89427,Gasoline,1,Manual,41958
Honda,2024,52725,Electric,4,Automatic,41347
Mercedes,2024,60993,Gasoline,2,Automatic,53999
Honda,2014,58824,Diesel,3,Automatic,26680
Ford,2015,49899,Electric,5,Automatic,39857
BMW,2013,61590,Diesel,2,Automatic,41866
Honda,2013,61307,Electric,5,Manual,32934
Toyota,2009,61595,Gasoline,1,Manual,18958
Toyota,2005,42815,Gasoline,4,Automatic,25766
Honda,2021,55877,Gasoline,2,Automatic,28210
Honda,2006,75206,Gasoline,3,Manual,21465
Honda,2017,56403,Electric,1,Automatic,32195
Toyota,2013,63235,Diesel,1,Manual,23118
Toyota,2008,63340,Gasoline,5,Automatic,28907
Honda,2009,68347,Electric,1,Manual,26342
Mercedes,2015,71173,Diesel,2,Manual,46485
Mercedes,2023,56516,Gasoline,5,Automatic,54807
Ford,2007,41773,Diesel,1,Manual,20156
BMW,2016,35625,Gasoline,3,Automatic,46523
Mercedes,2023,80353,Diesel,2,Manual,50418
Toyota,2023,75405,Diesel,3,Automatic,29458
Mercedes,2017,72987,Gasoline,3,Automatic,49868
Ford,2011,76224,Electric,5,Automatic,36491
Ford,2019,56768,Diesel,4,Manual,27838
BMW,2011,47502,Gasoline,5,Automatic,44029
Mercedes,2012,40391,Diesel,2,Automatic,46577
Toyota,2009,38213,Diesel,2,Automatic,24525
Toyota,2018,84243,Electric,5,Manual,38119
Honda,2008,50137,Diesel,4,Automatic,32056
Toyota,2014,81097,Diesel,5,Manual,27333
BMW,2024,56262,Gasoline,2,Manual,42753
BMW,2019,46475,Gasoline,4,Manual,44707
Toyota,2022,38112,Electric,2,Automatic,36390
Toyota,2024,48236,Diesel,4,Automatic,35197
Honda,2017,88364,Diesel,4,Manual,26967
Toyota,2012,38315,Diesel,5,Automatic,30796
Honda,2013,102334,Electric,5,Automatic,37778
Honda,2020,43187,Diesel,5,Manual,29752
Toyota,2023,74998,Gasoline,4,Manual,32052
Ford,2020,57094,Electric,4,Automatic,41582
Ford,2011,53588,Gasoline,2,Manual,21084
Honda,2018,34571,Gasoline,3,Automatic,29996
Toyota,2018,58032,Electric,5,Manual,38590
Ford,2008,36834,Gasoline,2,Automatic,21777
Toyota,2019,26368,Diesel,2,Automatic,28109
Toyota,2007,62391,Electric,1,Manual,24421
Toyota,2009,47291,Gasoline,5,Automatic,29113
Mercedes,2005,93686,Diesel,2,Automatic,39934
Toyota,2007,80000,Diesel,1,Manual,18173
Mercedes,2019,93948,Gasoline,5,Automatic,52760
Honda,2012,46382,Diesel,4,Automatic,29970
Ford,2008,62722,Electric,1,Automatic,29980
Ford,2006,7586,Gasoline,4,Manual,23709
Ford,2014,54363,Diesel,3,Manual,25487
Ford,2008,61969,Diesel,3,Manual,19976
Ford,2007,63080,Gasoline,3,Manual,16683
Ford,2006,59152,Gasoline,3,Manual,18216
Ford,2021,61331,Gasoline,2,Automatic,26479
Honda,2024,5735,Gasoline,3,Automatic,34379
Toyota,2017,65124,Electric,2,Automatic,33611
BMW,2009,69668,Gasoline,2,Manual,37201
Mercedes,2013,86760,Electric,5,Automatic,55700
BMW,2010,67374,Electric,2,Manual,43403
BMW,2009,57385,Gasoline,2,Automatic,39090
Toyota,2014,82098,Electric,3,Manual,34141
Toyota,2012,12853,Gasoline,2,Automatic,31374
Toyota,2011,49701,Gasoline,4,Automatic,32169
Ford,2011,44683,Diesel,3,Manual,21202
Honda,2010,59309,Gasoline,1,Automatic,21288
Ford,2024,16026,Diesel,3,Automatic,33571
Honda,2007,86392,Electric,2,Manual,26420
Honda,2023,55003,Diesel,4,Automatic,35368
BMW,2019,66375,Electric,3,Automatic,52015
BMW,2008,64461,Gasoline,4,Manual,36953
Honda,2016,85249,Electric,1,Manual,26742
Honda,2010,22760,Electric,1,Manual,23553
Ford,2023,62246,Gasoline,5,Manual,27791
Ford,2008,82923,Electric,5,Manual,31587
BMW,2019,58040,Gasoline,3,Automatic,48527
Toyota,2013,40974,Diesel,5,Manual,32646
Honda,2009,47922,Gasoline,4,Manual,25422
Ford,2017,52141,Gasoline,5,Automatic,28869
BMW,2022,45578,Electric,4,Automatic,54858
Ford,2009,56943,Diesel,5,Automatic,24530
Honda,2020,90164,Gasoline,5,Automatic,30325
Honda,2023,48052,Diesel,5,Automatic,36771
Mercedes,2018,50246,Diesel,2,Manual,45472
